date,emp_tot,unemp_tot,lab_force,unemp_rate,part_rate,emp_pop_ratio,civ_pop,source,frequency
1994-10-01,7978.324656,798.000858,8776.325514,0.090926534,0.6291863169999999,0.571976586,13948.691,ABS 6202 LF Statistics,Month
1994-11-01,7990.2498087,804.0492546,8794.2990633,0.091428464,0.630001032,0.572401005,13959.182,ABS 6202 LF Statistics,Month
1994-12-01,8034.0886709,788.2937421,8822.3824131,0.089351573,0.631538084,0.575109163,13969.676,ABS 6202 LF Statistics,Month
1995-01-01,8047.7997507,782.1266124,8829.9263631,0.08857679900000001,0.6312631400000001,0.5753478710000001,13987.711,ABS 6202 LF Statistics,Month
1995-02-01,8098.8620215,783.7675975,8882.629619,0.08823598799999999,0.634213154,0.57825273,14005.748,ABS 6202 LF Statistics,Month
1995-03-01,8102.1799265,763.9874409,8866.1673673,0.086168849,0.6322236569999999,0.577745672,14023.783,ABS 6202 LF Statistics,Month
1995-04-01,8160.0491228,735.3501467,8895.3992695,0.082666345,0.633605051,0.581227237,14039.344,ABS 6202 LF Statistics,Month
1995-05-01,8166.1445925,756.1054932,8922.2500857,0.08474381299999999,0.634813973,0.581017417,14054.905,ABS 6202 LF Statistics,Month
1995-06-01,8200.9387589,747.5816408,8948.5203997,0.083542486,0.635978965,0.582847701,14070.466,ABS 6202 LF Statistics,Month
1995-07-01,8207.5920228,755.0892124,8962.6812351,0.084248139,0.636237663,0.582635824,14087.002,ABS 6202 LF Statistics,Month
1995-08-01,8236.2350761,747.4554523,8983.6905284,0.08320138,0.6369814300000001,0.583983696,14103.536,ABS 6202 LF Statistics,Month
1995-09-01,8224.3414463,750.4799275,8974.8213738,0.083620598,0.635607383,0.582457514,14120.071,ABS 6202 LF Statistics,Month
1995-10-01,8214.123213,770.4340557,8984.5572686,0.08575092,0.635521306,0.581024769,14137.303,ABS 6202 LF Statistics,Month
1995-11-01,8288.3030322,765.1746729,9053.4777051,0.08451721,0.639616707,0.585558088,14154.536,ABS 6202 LF Statistics,Month
1995-12-01,8289.3201136,734.9354538,9024.2555674,0.081440009,0.636777021,0.584917894,14171.767,ABS 6202 LF Statistics,Month
1996-01-01,8287.7833681,765.4374499,9053.2208179,0.08454863400000001,0.638011658,0.584068644,14189.742,ABS 6202 LF Statistics,Month
1996-02-01,8292.7133959,753.2399559,9045.9533518,0.083268167,0.636693047,0.583676784,14207.715,ABS 6202 LF Statistics,Month
1996-03-01,8266.2267253000009,760.1025471,9026.3292724,0.08420948599999999,0.634509021,0.581077343,14225.691,ABS 6202 LF Statistics,Month
1996-04-01,8295.646645,778.3934771,9074.0401221,0.085782459,0.637184019,0.582524807,14240.847,ABS 6202 LF Statistics,Month
1996-05-01,8301.5750012,762.6828802,9064.2578814,0.08414179000000001,0.63582038,0.5823213150000001,14256.004,ABS 6202 LF Statistics,Month
1996-06-01,8305.1798631999991,747.3234052,9052.5032685,0.08255433699999999,0.634321476,0.581955487,14271.16,ABS 6202 LF Statistics,Month
1996-07-01,8307.3553021,778.363658,9085.7189602,0.085668912,0.635906194,0.581428802,14287.829,ABS 6202 LF Statistics,Month
1996-08-01,8305.1052153,793.3158774,9098.4210927,0.087192697,0.6360532,0.580594006,14304.497,ABS 6202 LF Statistics,Month
1996-09-01,8295.5040169,778.1152861,9073.619303,0.08575577799999999,0.633581044,0.579247808,14321.166,ABS 6202 LF Statistics,Month
1996-10-01,8301.6665299,796.9874701,9098.6539999,0.08759399699999999,0.634680944,0.579086703,14335.792,ABS 6202 LF Statistics,Month
1996-11-01,8300.994895,768.1749763,9069.1698713,0.084701796,0.631979712,0.578449895,14350.413,ABS 6202 LF Statistics,Month
1996-12-01,8324.1621512,786.2949304,9110.4570816,0.086306859,0.634210397,0.57947369,14365.039,ABS 6202 LF Statistics,Month
1997-01-01,8335.2262113,780.8929462,9116.1191575,0.085660678,0.633761452,0.579473017,14384.149,ABS 6202 LF Statistics,Month
1997-02-01,8334.7917743,794.4935535,9129.2853278,0.08702691700000001,0.6338346109999999,0.5786739390000001,14403.261,ABS 6202 LF Statistics,Month
1997-03-01,8337.9147516,783.7516341,9121.6663857,0.08592198,0.632466492,0.5781237180000001,14422.371,ABS 6202 LF Statistics,Month
1997-04-01,8330.9171763,780.6711877,9111.588364,0.085678935,0.6312852680000001,0.577197418,14433.393,ABS 6202 LF Statistics,Month
1997-05-01,8334.8826102,778.9973687,9113.8799789,0.08547373600000001,0.630962164,0.5770314710000001,14444.416,ABS 6202 LF Statistics,Month
1997-06-01,8336.0483908,757.6647259,9093.7131166,0.083317421,0.629085962,0.5766721419999999,14455.438,ABS 6202 LF Statistics,Month
1997-07-01,8346.9920853,784.268579,9131.2606643,0.08588831400000001,0.631067749,0.576866404,14469.541,ABS 6202 LF Statistics,Month
1997-08-01,8333.1994484,770.6456248,9103.8450732,0.084650565,0.6285604,0.575352408,14483.644,ABS 6202 LF Statistics,Month
1997-09-01,8395.5676133,736.7348608,9132.3024741,0.08067350599999999,0.629911839,0.579094642,14497.747,ABS 6202 LF Statistics,Month
1997-10-01,8388.8602983,732.7386854,9121.5989837,0.08033006999999999,0.6285900440000001,0.578095361,14511.205,ABS 6202 LF Statistics,Month
1997-11-01,8447.7208125,733.221248,9180.9420605,0.0798634,0.632093249,0.581612133,14524.664,ABS 6202 LF Statistics,Month
1997-12-01,8432.6544691,724.3584435,9157.0129127,0.079104229,0.629862159,0.580037399,14538.122,ABS 6202 LF Statistics,Month
1998-01-01,8439.8119112,720.4585751,9160.2704864,0.07865036,0.629198617,0.579711919,14558.631,ABS 6202 LF Statistics,Month
1998-02-01,8453.1472598,712.3843711,9165.5316309,0.07772428299999999,0.6286744550000001,0.579811184,14579.138,ABS 6202 LF Statistics,Month
1998-03-01,8456.1741282,723.6784639,9179.8525921,0.078833343,0.628772229,0.579204013,14599.647,ABS 6202 LF Statistics,Month
1998-04-01,8488.6101098,698.5362977,9187.1464075,0.076034088,0.628780754,0.580971983,14611.049,ABS 6202 LF Statistics,Month
1998-05-01,8486.6271087,714.4430818,9201.0701905,0.07764782399999999,0.629242546,0.580383232,14622.454,ABS 6202 LF Statistics,Month
1998-06-01,8506.5378766,722.9185569,9229.4564336,0.07832731700000001,0.630692036,0.581291621,14633.856,ABS 6202 LF Statistics,Month
1998-07-01,8518.909375,738.1912053,9257.1005803,0.07974324099999999,0.631916263,0.5815252120000001,14649.252,ABS 6202 LF Statistics,Month
1998-08-01,8530.7559095,717.2089857,9247.9648952,0.077553169,0.630629945,0.581722594,14664.646,ABS 6202 LF Statistics,Month
1998-09-01,8574.5784818,708.6243027,9283.2027845,0.076334032,0.632368953,0.58409768,14680.042,ABS 6202 LF Statistics,Month
1998-10-01,8585.4030834,677.4340584,9262.8371418,0.073134618,0.630322005,0.584223646,14695.405,ABS 6202 LF Statistics,Month
1998-11-01,8563.0814327,707.0420033,9270.123436,0.076271045,0.6301587399999999,0.582095874,14710.775,ABS 6202 LF Statistics,Month
1998-12-01,8586.0000984,664.5175716,9250.51767,0.071835717,0.62816997,0.58304493,14726.138,ABS 6202 LF Statistics,Month
1999-01-01,8585.8898839,658.072686,9243.9625698,0.071189458,0.626851696,0.582226464,14746.65,ABS 6202 LF Statistics,Month
1999-02-01,8594.1828536,658.3240563,9252.5069099,0.071150885,0.626559544,0.581979278,14767.163,ABS 6202 LF Statistics,Month
1999-03-01,8620.8428588,650.1444981,9270.987357,0.070126781,0.626940162,0.582974866,14787.675,ABS 6202 LF Statistics,Month
1999-04-01,8622.6614172,646.9598382,9269.6212555,0.069793557,0.626298423,0.5825868289999999,14800.646,ABS 6202 LF Statistics,Month
1999-05-01,8610.6828342,650.6139329,9261.2967671,0.07025084599999999,0.625188164,0.581268167,14813.615,ABS 6202 LF Statistics,Month
1999-06-01,8661.8709339,617.4116799,9279.2826138,0.066536575,0.6258543010000001,0.584212099,14826.586,ABS 6202 LF Statistics,Month
1999-07-01,8680.0401644,620.8442179,9300.8843824,0.066751095,0.62661097,0.584784002,14843.156,ABS 6202 LF Statistics,Month
1999-08-01,8687.6600239,644.4634016,9332.1234255,0.069058602,0.628014544,0.584644738,14859.725,ABS 6202 LF Statistics,Month
1999-09-01,8701.0592571,659.0751781,9360.1344352,0.070413003,0.629197958,0.58489424,14876.295,ABS 6202 LF Statistics,Month
1999-10-01,8741.4781248,635.3950719,9376.8731967,0.067761935,0.62962113,0.586956784,14892.882,ABS 6202 LF Statistics,Month
1999-11-01,8752.1949273,602.3848802,9354.5798076,0.064394649,0.627425375,0.587022539,14909.47,ABS 6202 LF Statistics,Month
1999-12-01,8785.7888344,629.3478493,9415.1366837,0.066844261,0.630785256,0.5886208820000001,14926.057,ABS 6202 LF Statistics,Month
2000-01-01,8737.9386132,634.309444,9372.2480572,0.067679541,0.626992578,0.584558008,14947.941,ABS 6202 LF Statistics,Month
2000-02-01,8788.872552,622.9894099,9411.8619619,0.06619194099999999,0.628722412,0.587106055,14969.821,ABS 6202 LF Statistics,Month
2000-03-01,8836.9221324,620.9224923,9457.8446247,0.065651585,0.630871847,0.58945411,14991.705,ABS 6202 LF Statistics,Month
2000-04-01,8873.8011174,604.3703555,9478.171473,0.063764446,0.63164338,0.591366989,15005.574,ABS 6202 LF Statistics,Month
2000-05-01,8869.8486917,607.9617491,9477.8104408,0.064145802,0.631036206,0.590557883,15019.44,ABS 6202 LF Statistics,Month
2000-06-01,8910.092765,580.3680474,9490.4608124,0.061152778000000005,0.631295533,0.592690057,15033.309,ABS 6202 LF Statistics,Month
2000-07-01,8991.9710439,569.2795868,9561.2506307,0.059540285,0.6352803029999999,0.597455533,15050.444,ABS 6202 LF Statistics,Month
2000-08-01,8988.6351234,578.9579595,9567.5930829,0.060512394,0.63497879,0.596554704,15067.579,ABS 6202 LF Statistics,Month
2000-09-01,8984.9541192,569.7563499,9554.7104691,0.059630938,0.633403488,0.595633044,15084.714,ABS 6202 LF Statistics,Month
2000-10-01,8960.3829104,572.9078962,9533.2908067,0.060095501999999995,0.631263328,0.593327242,15101.924,ABS 6202 LF Statistics,Month
2000-11-01,8903.8617687,594.7140066,9498.5757752,0.062610861,0.628248708,0.588913516,15119.133,ABS 6202 LF Statistics,Month
2000-12-01,8944.3860561,595.6678667,9540.0539228,0.062438627000000003,0.630274692,0.590921206,15136.343,ABS 6202 LF Statistics,Month
2001-01-01,8953.6392666,585.7349918,9539.3742584,0.061401825,0.62912498,0.590495558,15162.924,ABS 6202 LF Statistics,Month
2001-02-01,8953.999018,622.6634284,9576.6624463,0.065018834,0.630479027,0.5894860160000001,15189.502,ABS 6202 LF Statistics,Month
2001-03-01,8963.8071351,618.9311798,9582.7383149,0.064588133,0.6297769480000001,0.589100831,15216.083,ABS 6202 LF Statistics,Month
2001-04-01,9014.681699,655.9233123,9670.6050113,0.067826502,0.6349067079999999,0.591843207,15231.537,ABS 6202 LF Statistics,Month
2001-05-01,9007.7978703,666.9062163,9674.7040866,0.068932983,0.634531901,0.590791724,15246.994,ABS 6202 LF Statistics,Month
2001-06-01,9004.7372918,670.8088331,9675.5461248,0.069330333,0.633944576,0.589992987,15262.448,ABS 6202 LF Statistics,Month
2001-07-01,9024.4331806,666.7437237,9691.1769044,0.068799046,0.634246009,0.590610489,15279.839,ABS 6202 LF Statistics,Month
2001-08-01,9046.650769,668.4704884,9715.1212574,0.06880722,0.635090517,0.591391704,15297.223,ABS 6202 LF Statistics,Month
2001-09-01,9026.6836848,662.890382,9689.5740669,0.068412747,0.6327011619999999,0.589416337,15314.614,ABS 6202 LF Statistics,Month
2001-10-01,9045.8015914,701.1256272,9746.9272186,0.071932991,0.635645675,0.5899217809999999,15333.9,ABS 6202 LF Statistics,Month
2001-11-01,9077.2456973,671.0428946,9748.2885919,0.068836995,0.6349359170000001,0.591228836,15353.185,ABS 6202 LF Statistics,Month
2001-12-01,9064.8655179,667.7922824,9732.6578003,0.068613558,0.6331225340000001,0.589681745,15372.471,ABS 6202 LF Statistics,Month
2002-01-01,9086.4152342,674.8113323,9761.2265665,0.069131817,0.634082633,0.590247348,15394.25,ABS 6202 LF Statistics,Month
2002-02-01,9126.7101019,638.2911883,9765.0012902,0.065365192,0.633431648,0.592027267,15416.03,ABS 6202 LF Statistics,Month
2002-03-01,9132.084427,627.5974089,9759.6818359,0.064305109,0.632193457,0.591540187,15437.809,ABS 6202 LF Statistics,Month
2002-04-01,9119.3214053,617.945081,9737.2664863000009,0.06346186399999999,0.6301763220000001,0.590184158,15451.654,ABS 6202 LF Statistics,Month
2002-05-01,9134.9538959,621.7895979,9756.7434938,0.063729214,0.630871561,0.590666612,15465.499,ABS 6202 LF Statistics,Month
2002-06-01,9161.0127487,636.4349377,9797.4476864,0.06495925899999999,0.6329368790000001,0.591821769,15479.344,ABS 6202 LF Statistics,Month
2002-07-01,9167.0498651,603.8157417,9770.8656068,0.061797569000000004,0.630535491,0.59156993,15496.139,ABS 6202 LF Statistics,Month
2002-08-01,9223.922341,625.2795396,9849.2018806,0.06348530000000001,0.634902666,0.594595679,15512.932,ABS 6202 LF Statistics,Month
2002-09-01,9225.6921651,621.5091753,9847.2013405,0.063115311,0.634087215,0.594066603,15529.727,ABS 6202 LF Statistics,Month
2002-10-01,9234.4173677,602.8491065,9837.2664742,0.06128217700000001,0.632694388,0.5939214979999999,15548.212,ABS 6202 LF Statistics,Month
2002-11-01,9285.10777,609.6821794,9894.7899494,0.061616485,0.635638291,0.596472494,15566.699,ABS 6202 LF Statistics,Month
2002-12-01,9327.5347654,614.6472434,9942.1820088,0.061822168,0.6379252249999999,0.598487305,15585.184,ABS 6202 LF Statistics,Month
2003-01-01,9380.8404609,607.3858796,9988.2263405,0.060810183999999996,0.63990277,0.600990165,15608.975,ABS 6202 LF Statistics,Month
2003-02-01,9405.8138296,595.6029285,10001.4167582,0.059551856,0.639772649,0.601673001,15632.767,ABS 6202 LF Statistics,Month
2003-03-01,9359.5480819,611.3588471,9970.906929,0.061314267,0.636851786,0.597803686,15656.558,ABS 6202 LF Statistics,Month
2003-04-01,9357.6277422,600.5360154,9958.1637576,0.060305898999999996,0.635458158,0.597136283,15670.841,ABS 6202 LF Statistics,Month
2003-05-01,9375.3091689,605.7970041,9981.1061731,0.060694375,0.636342313,0.597719914,15685.121,ABS 6202 LF Statistics,Month
2003-06-01,9352.0173251,602.753592,9954.7709171,0.060549217999999995,0.634085913,0.595692507,15699.404,ABS 6202 LF Statistics,Month
2003-07-01,9343.1267657,609.9296805,9953.0564462,0.061280641,0.633302033,0.5944928780000001,15716.129,ABS 6202 LF Statistics,Month
2003-08-01,9400.0032829,580.5712587,9980.5745417,0.058170124000000004,0.634377919,0.597476077,15732.853,ABS 6202 LF Statistics,Month
2003-09-01,9408.3306342,576.5977766,9984.9284108,0.057746810999999995,0.633980695,0.597370332,15749.578,ABS 6202 LF Statistics,Month
2003-10-01,9431.7526034,578.9544508,10010.7070543,0.057833522000000005,0.634896982,0.5981786530000001,15767.451,ABS 6202 LF Statistics,Month
2003-11-01,9429.5870818,565.8084616,9995.3955434,0.056606911,0.633208294,0.59736432800000006,15785.32,ABS 6202 LF Statistics,Month
2003-12-01,9459.9983595,569.8363204,10029.8346798,0.056814129,0.634671403,0.5986131,15803.193,ABS 6202 LF Statistics,Month
2004-01-01,9461.5673021,553.9476282,10015.5149303,0.055308951,0.632898698,0.597893734,15824.831,ABS 6202 LF Statistics,Month
2004-02-01,9465.161755,566.1102721,10031.2720271,0.056434544999999996,0.633028889,0.597304191,15846.468,ABS 6202 LF Statistics,Month
2004-03-01,9498.7094096,546.2255831,10044.9349927,0.054378209999999996,0.633026714,0.5986038539999999,15868.106,ABS 6202 LF Statistics,Month
2004-04-01,9508.4808205,554.2903054,10062.7711259,0.055083267,0.633630316,0.5987278890000001,15881.139,ABS 6202 LF Statistics,Month
2004-05-01,9524.433359,536.9840935,10061.4174525,0.053370621,0.63302554,0.599240574,15894.173,ABS 6202 LF Statistics,Month
2004-06-01,9529.391568,550.7358827,10080.1274507,0.054635805,0.63368309,0.599061304,15907.206,ABS 6202 LF Statistics,Month
2004-07-01,9537.8305166,560.5105275,10098.3410441,0.05550520900000001,0.634101983,0.598906021,15925.421,ABS 6202 LF Statistics,Month
2004-08-01,9534.849798,556.6286393,10091.4784373,0.055158284999999994,0.632947276,0.59803499,15943.632,ABS 6202 LF Statistics,Month
2004-09-01,9591.3320764,544.2521193,10135.5841957,0.053697163000000006,0.634988181,0.600891117,15961.847,ABS 6202 LF Statistics,Month
2004-10-01,9645.2668885,520.7777108,10166.0445993,0.051227172,0.636140002,0.603552349,15980.829,ABS 6202 LF Statistics,Month
2004-11-01,9682.5631917,526.9757045,10209.5388962,0.051616014,0.6381035589999999,0.605167197,15999.815,ABS 6202 LF Statistics,Month
2004-12-01,9692.4481084,517.5197404,10209.9678488,0.050687695000000005,0.637374195,0.605067166,16018.797,ABS 6202 LF Statistics,Month
2005-01-01,9743.6301175,520.8009195,10264.431037,0.050738411000000004,0.639755218,0.607295055,16044.31,ABS 6202 LF Statistics,Month
2005-02-01,9774.6766309,523.6737954,10298.3504263,0.05085026,0.640850351,0.608262944,16069.821,ABS 6202 LF Statistics,Month
2005-03-01,9816.0657849,534.426697,10350.4924819,0.051632973,0.643074103,0.609870276,16095.334,ABS 6202 LF Statistics,Month
2005-04-01,9854.8755792,532.1541213,10387.0297005,0.051232559999999996,0.644727519,0.611696478,16110.728,ABS 6202 LF Statistics,Month
2005-05-01,9838.8604088,528.7583985,10367.6188072,0.051000949000000004,0.64290841,0.610119471,16126.121,ABS 6202 LF Statistics,Month
2005-06-01,9885.2639762,514.836885,10400.1008612,0.049503067,0.644307604,0.612412402,16141.515,ABS 6202 LF Statistics,Month
2005-07-01,9900.1407253,517.9725937,10418.113319,0.049718464000000004,0.644596877,0.6125485110000001,16162.215,ABS 6202 LF Statistics,Month
2005-08-01,9944.0096428,512.365691,10456.3753339,0.049000316,0.6461367020000001,0.6144758,16182.915,ABS 6202 LF Statistics,Month
2005-09-01,9928.1734548,522.6650982,10450.838553,0.050011786,0.644969567,0.612713487,16203.615,ABS 6202 LF Statistics,Month
2005-10-01,9932.4428065,524.4646788,10456.9074853,0.050154855,0.6445058810000001,0.612180782,16224.689,ABS 6202 LF Statistics,Month
2005-11-01,9944.1248222,516.4410614,10460.5658837,0.049370279999999996,0.64389498,0.61210570500000006,16245.764,ABS 6202 LF Statistics,Month
2005-12-01,9957.2612453,531.827558,10489.0888033,0.050702932,0.644814241,0.6121202689999999,16266.838,ABS 6202 LF Statistics,Month
2006-01-01,9955.3028981,541.9689509,10497.2718489,0.051629505,0.6442370839999999,0.610975442,16294.113,ABS 6202 LF Statistics,Month
2006-02-01,9992.4081032,537.59001,10529.9981132,0.051053191,0.645165404,0.612227651,16321.393,ABS 6202 LF Statistics,Month
2006-03-01,10033.9963795,513.4037867,10547.4001662,0.048675860999999994,0.6451534870000001,0.613750085,16348.668,ABS 6202 LF Statistics,Month
2006-04-01,10041.2186107,524.8549005,10566.0735112,0.049673599,0.645666983,0.61359438,16364.587,ABS 6202 LF Statistics,Month
2006-05-01,10069.0885996,507.5561981,10576.6447976,0.047988394000000004,0.6456848650000001,0.614699485,16380.506,ABS 6202 LF Statistics,Month
2006-06-01,10108.8869622,510.6456351,10619.5325973,0.048085509,0.6476736599999999,0.616529942,16396.425,ABS 6202 LF Statistics,Month
2006-07-01,10160.8255368,496.208569,10657.0341058,0.046561601,0.648915617,0.618701067,16422.835,ABS 6202 LF Statistics,Month
2006-08-01,10178.8875667,503.1799002,10682.0674669,0.047105104,0.6493954510000001,0.61880561,16449.249,ABS 6202 LF Statistics,Month
2006-09-01,10223.2989063,500.2134745,10723.5123808,0.046646421,0.650870013,0.620509256,16475.659,ABS 6202 LF Statistics,Month
2006-10-01,10195.1931439,476.2560518,10671.4491957,0.044628995,0.646697313,0.6178358620000001,16501.459,ABS 6202 LF Statistics,Month
2006-11-01,10229.0641123,483.7017237,10712.765836,0.045151899,0.648187651,0.618920747,16527.26,ABS 6202 LF Statistics,Month
2006-12-01,10282.0451923,492.2235623,10774.2687546,0.045685102000000005,0.650892871,0.6211567649999999,16553.06,ABS 6202 LF Statistics,Month
2007-01-01,10275.8512262,490.356577,10766.2078033,0.045545896,0.649084673,0.619521531,16586.754,ABS 6202 LF Statistics,Month
2007-02-01,10307.3974103,501.1930324,10808.5904428,0.046369879,0.650318721,0.6201635209999999,16620.451,ABS 6202 LF Statistics,Month
2007-03-01,10336.6097246,482.5638207,10819.1735453,0.044602651,0.6496384860000001,0.620662888,16654.145,ABS 6202 LF Statistics,Month
2007-04-01,10365.7935429,475.6719615,10841.4655044,0.043875246,0.650016902,0.621497251,16678.744,ABS 6202 LF Statistics,Month
2007-05-01,10401.6470514,463.4269204,10865.0739718,0.04265290099999999,0.650472826,0.622728273,16703.348,ABS 6202 LF Statistics,Month
2007-06-01,10423.8229583,471.182785,10895.0057433,0.04324759399999999,0.651305611,0.62313821,16727.947,ABS 6202 LF Statistics,Month
2007-07-01,10446.6104597,463.9791669,10910.5896266,0.042525581,0.6511965,0.62350399,16754.681,ABS 6202 LF Statistics,Month
